from,to,cost
153,195,46.7
153,196,38.7
153,197,3.2
153,198,37.3
153,199,32.1
153,200,45.3
153,201,32.2
153,202,25.1
153,203,41.4
153,204,7.4
153,205,22.0
153,206,44.6
153,207,43.0
153,208,48.6
153,209,48.7
153,210,25.6
153,211,18.5
153,212,23.3
153,213,25.0
153,214,25.0
153,215,17.9
153,216,6.1
153,217,9.0
153,218,5.7
153,219,15.5
153,220,30.9
153,221,17.4
153,222,18.3
153,223,14.8
153,224,45.7
153,225,22.7
153,226,22.2
153,227,50.0
153,228,29.0
153,229,20.3
153,230,51.1
153,231,13.7
153,232,8.4
153,233,42.9
153,234,41.3
153,235,18.3
153,236,28.7
153,237,4.0
153,238,25.0
153,239,44.8
153,240,41.5
153,241,34.5
153,242,22.1
153,243,2.2
153,244,10.7
153,245,36.4
153,246,40.7
153,247,44.2
154,0,7.2
154,1,33.4
154,2,19.0
154,3,19.2
154,4,35.4
154,5,32.9
154,6,4.5
154,7,19.2
154,8,10.6
154,9,23.5
154,10,19.2
154,11,8.7
154,12,26.2
154,13,11.0
154,14,24.7
154,15,20.7
154,16,7.5
154,17,12.6
154,18,16.6
154,19,7.7
154,20,12.3
154,21,13.5
154,22,20.9
154,23,13.4
154,24,16.9
154,25,24.1
154,26,13.0
154,27,16.6
154,28,14.7
154,29,22.0
154,30,4.7
154,31,31.6
154,32,30.8
154,33,15.6
154,34,6.7
154,35,25.7
154,36,20.0
154,37,14.2
154,38,21.4
154,39,29.8
154,40,8.2
154,41,28.8
154,42,16.3
154,43,17.0
154,44,20.9
154,45,8.8
154,46,22.2
154,47,6.3
154,48,17.1
154,49,29.5
154,50,6.6
154,51,23.5
154,52,26.2
154,53,14.0
154,54,11.8
154,55,34.4
154,56,18.8
154,57,13.0
154,58,27.6
154,59,29.6
154,60,30.2
154,61,27.5
154,62,20.2
154,63,20.0
154,64,6.7
154,65,17.9
154,66,2.6
154,67,20.5
154,68,0.2
154,69,21.2
154,70,22.5
154,71,20.9
154,72,9.7
154,73,8.8
154,74,22.5
154,75,22.6
154,76,12.8
154,77,9.8
154,78,25.8
154,79,32.1
154,80,29.3
154,81,10.8
154,82,27.7
154,83,26.9
154,84,14.3
154,85,24.6
154,86,18.6
154,87,20.3
154,88,24.7
154,89,17.7
154,90,23.5
154,91,20.2
154,92,25.4
154,93,15.3
154,94,28.7
154,95,12.7
154,96,17.0
154,97,7.6
154,98,30.3
154,99,25.8
154,100,15.3
154,101,12.8
154,102,31.9
154,103,25.8
154,104,33.5
154,105,12.8
154,106,17.6
154,107,22.5
154,108,21.8
154,109,16.6
154,110,19.5
154,111,12.7
154,112,18.9
154,113,19.2
154,114,20.7
154,115,14.2
154,116,23.7
154,117,21.1
154,118,33.5
154,119,6.3
154,120,24.2
154,121,21.0
154,122,29.6
154,123,27.0
154,124,33.4
154,125,16.5
154,126,15.8
154,127,24.0
154,128,16.0
154,129,26.0
154,130,11.6
154,131,27.2
154,132,33.5
154,133,19.9
154,134,12.2
154,135,16.8
154,136,11.8
154,137,17.9
154,138,8.5
154,139,16.0
154,140,20.0
154,141,24.6
154,142,10.9
154,143,8.9
154,144,29.9
154,145,8.9
154,146,12.8
154,147,9.4
154,148,18.9
154,149,8.2
154,150,21.4
154,151,28.7
154,152,12.3
154,153,24.6
154,154,0.0
154,155,25.4
154,156,28.8
154,157,27.4
154,158,17.4
154,159,19.7
154,160,21.0
154,161,10.7
154,162,22.5
154,163,12.8
154,164,16.1
154,165,20.1
154,166,9.7
154,167,17.9
154,168,26.0
154,169,21.3
154,170,6.6
154,171,16.8
154,172,29.4
154,173,24.8
154,174,18.9
154,175,20.7
154,176,4.3
154,177,33.5
154,178,27.0
154,179,26.4
154,180,18.4
154,181,18.0
154,182,20.4
154,183,26.2
154,184,25.4
154,185,21.3
154,186,16.7
154,187,8.6
154,188,12.9
154,189,11.7
154,190,25.9
154,191,11.7
154,192,20.0
154,193,10.2
154,194,30.0
154,195,22.1
154,196,14.1
154,197,22.6
154,198,12.8
154,199,35.0
154,200,32.6
154,201,25.4
154,202,5.6
154,203,31.5
154,204,20.7
154,205,15.3
154,206,32.0
154,207,18.4
154,208,24.0
154,209,24.1
154,210,14.9
154,211,11.7
154,212,25.6
154,213,14.0
154,214,27.3
154,215,11.2
154,216,20.2
154,217,22.6
154,218,19.1
154,219,20.4
154,220,37.1
154,221,19.7
154,222,20.5
154,223,14.6
154,224,21.1
154,225,24.9
154,226,15.4
154,227,25.4
154,228,4.5
154,229,13.5
154,230,26.5
154,231,16.0
154,232,22.9
154,233,18.3
154,234,16.7
154,235,13.2
154,236,4.9
154,237,28.4
154,238,18.2
154,239,32.2
154,240,16.9
154,241,42.1
154,242,7.6
154,243,27.2
154,244,15.7
154,245,40.5
154,246,28.1
154,247,34.3
155,0,31.5
155,1,34.3
155,2,43.3
155,3,39.2
155,4,36.3
155,5,33.8
155,6,20.1
155,7,39.3
155,8,34.9
155,9,9.0
155,10,43.5
155,11,32.9
155,12,27.1
155,13,14.0
155,14,52.0
155,15,21.7
155,16,19.3
155,17,36.8
155,18,36.7
155,19,32.0
155,20,36.6
155,21,33.6
155,22,6.5
155,23,26.7
155,24,41.1
155,25,1.3
155,26,37.2
155,27,17.6
155,28,15.4
155,29,7.4
155,30,20.3
155,31,20.3
155,32,31.7
155,33,39.9
155,34,18.2
155,35,50.5
155,36,44.7
155,37,34.3
155,38,45.7
155,39,54.5
155,40,28.3
155,41,29.8
155,42,40.3
155,43,41.0
155,44,45.1
155,45,18.2
155,46,42.3
155,47,21.9
155,48,41.4
155,49,21.9
155,50,30.9
155,51,48.3
155,52,42.1
155,53,38.3
155,54,36.1
155,55,35.4
155,56,12.9
155,57,33.0
155,58,28.6
155,59,30.6
155,60,21.2
155,61,49.3
155,62,40.3
155,63,44.3
155,64,18.1
155,65,42.2
155,66,23.8
155,67,45.3
155,68,24.4
155,69,41.3
155,70,46.7
155,71,41.0
155,72,34.0
155,73,33.0
155,74,46.7
155,75,42.6
155,76,32.8
155,77,19.1
155,78,26.7
155,79,19.5
155,80,54.1
155,81,13.8
155,82,51.4
155,83,24.5
155,84,19.2
155,85,25.6
155,86,38.7
155,87,5.8
155,88,42.6
155,89,37.8
155,90,50.2
155,91,44.5
155,92,50.1
155,93,39.5
155,94,22.7
155,95,36.9
155,96,41.3
155,97,31.9
155,98,21.1
155,99,26.7
155,100,30.4
155,101,13.7
155,102,32.8
155,103,50.6
155,104,34.5
155,105,44.3
155,106,37.7
155,107,45.2
155,108,46.1
155,109,9.6
155,110,39.6
155,111,32.8
155,112,43.2
155,113,43.5
155,114,40.8
155,115,34.3
155,116,1.9
155,117,23.8
155,118,34.4
155,119,21.9
155,120,46.8
155,121,41.1
155,122,30.6
155,123,24.4
155,124,34.4
155,125,40.8
155,126,11.5
155,127,24.9
155,128,40.2
155,129,50.2
155,130,27.0
155,131,28.1
155,132,34.4
155,133,39.9
155,134,32.3
155,135,17.7
155,136,36.1
155,137,11.3
155,138,32.8
155,139,40.3
155,140,5.6
155,141,49.4
155,142,35.2
155,143,33.1
155,144,30.9
155,145,33.2
155,146,32.9
155,147,30.8
155,148,43.2
155,149,28.3
155,150,45.7
155,151,53.5
155,152,32.3
155,153,49.4
155,154,24.3
155,155,0.0
155,156,22.6
155,157,47.6
155,158,37.5
155,159,44.0
155,160,45.8
155,161,34.9
155,162,42.6
155,163,17.7
155,164,40.4
155,165,44.4
155,166,33.9
155,167,21.4
155,168,50.8
155,169,41.4
155,170,30.9
155,171,41.1
155,172,22.0
155,173,42.5
155,174,43.7
155,175,40.8
155,176,21.6
155,177,34.5
155,178,44.6
155,179,51.2
155,180,42.6
155,181,22.0
155,182,45.2
155,183,0.9
155,184,43.0
155,185,4.3
155,186,41.5
155,187,32.8
155,188,37.2
155,189,26.9
155,190,50.1
155,191,16.6
155,192,44.3
155,193,34.5
155,194,31.0
155,195,5.1
155,196,17.1
155,197,50.6
155,198,13.7
155,199,36.0
155,200,19.7
155,201,31.9
155,202,25.7
155,203,32.4
155,204,45.5
155,205,24.9
155,206,19.4
155,207,7.8
155,208,1.9
155,209,1.3
155,210,30.0
155,211,36.0
155,212,41.5
155,213,34.1
155,214,47.6
155,215,35.4
155,216,53.5
155,217,46.9
155,218,43.8
155,219,40.5
155,220,38.1
155,221,44.0
155,222,44.8
155,223,38.9
155,224,4.4
155,225,42.8
155,226,24.7
155,227,70.0
155,228,21.8
155,229,26.6
155,230,1.2
155,231,40.3
155,232,43.0
155,233,7.9
155,234,9.5
155,235,33.3
155,236,25.0
155,237,53.2
155,238,22.2
155,239,19.2
155,240,10.0
155,241,43.1
155,242,27.7
155,243,52.0
155,244,40.7
155,245,41.4
155,246,31.8
155,247,35.3
156,0,41.1
156,1,56.5
156,2,53.0
156,3,31.3
156,4,58.5
156,5,56.0
156,6,27.6
156,7,31.4
156,8,39.6
156,9,30.4
156,10,53.2
156,11,37.6
156,12,49.3
156,13,20.0
156,14,44.1
156,15,43.9
156,16,30.7
156,17,46.5
156,18,28.7
156,19,32.0
156,20,37.6
156,21,25.7
156,22,27.8
156,23,47.4
156,24,50.8
156,25,23.9
156,26,46.9
156,27,39.8
156,28,37.8
156,29,28.9
156,30,27.8
156,31,3.0
156,32,53.9
156,33,49.6
156,34,29.9
156,35,42.6
156,36,36.8
156,37,26.3
156,38,55.3
156,39,46.6
156,40,25.9
156,41,52.0
156,42,32.4
156,43,33.1
156,44,50.7
156,45,32.0
156,46,34.3
156,47,25.9
156,48,51.8
156,49,1.0
156,50,35.6
156,51,40.4
156,52,63.4
156,53,47.9
156,54,39.9
156,55,57.5
156,56,27.8
156,57,24.9
156,58,50.8
156,59,52.8
156,60,1.7
156,61,56.5
156,62,32.4
156,63,54.0
156,64,24.1
156,65,55.1
156,66,29.0
156,67,37.3
156,68,29.1
156,69,33.1
156,70,47.9
156,71,33.0
156,72,43.7
156,73,38.6
156,74,47.9
156,75,34.7
156,76,24.9
156,77,32.9
156,78,48.9
156,79,3.5
156,80,46.1
156,81,19.8
156,82,43.5
156,83,2.0
156,84,37.5
156,85,47.7
156,86,30.8
156,87,27.2
156,88,53.7
156,89,31.3
156,90,60.7
156,91,50.1
156,92,42.2
156,93,50.0
156,94,0.1
156,95,46.6
156,96,51.0
156,97,31.9
156,98,1.8
156,99,48.9
156,100,20.5
156,101,35.9
156,102,55.0
156,103,42.6
156,104,56.6
156,105,36.4
156,106,29.7
156,107,59.7
156,108,50.8
156,109,39.7
156,110,31.7
156,111,24.9
156,112,46.5
156,113,46.4
156,114,32.9
156,115,26.4
156,116,30.6
156,117,14.0
156,118,56.6
156,119,26.6
156,120,53.1
156,121,33.0
156,122,52.8
156,123,1.8
156,124,56.5
156,125,51.3
156,126,39.0
156,127,47.1
156,128,49.9
156,129,59.9
156,130,17.1
156,131,50.3
156,132,56.6
156,133,32.0
156,134,25.4
156,135,39.9
156,136,35.5
156,137,24.8
156,138,42.5
156,139,50.0
156,140,26.9
156,141,41.4
156,142,36.4
156,143,38.7
156,144,53.1
156,145,42.9
156,146,24.7
156,147,43.3
156,148,46.4
156,149,20.1
156,150,55.4
156,151,45.5
156,152,25.4
156,153,41.4
156,154,28.9
156,155,22.6
156,156,0.0
156,157,56.3
156,158,29.5
156,159,46.5
156,160,37.9
156,161,44.6
156,162,34.7
156,163,36.0
156,164,36.0
156,165,49.1
156,166,37.7
156,167,11.7
156,168,42.9
156,169,33.5
156,170,40.5
156,171,45.8
156,172,0.9
156,173,53.8
156,174,35.8
156,175,32.8
156,176,27.5
156,177,56.7
156,178,55.9
156,179,43.3
156,180,49.8
156,181,52.0
156,182,37.2
156,183,22.2
156,184,54.3
156,185,28.1
156,186,33.5
156,187,37.5
156,188,36.7
156,189,17.0
156,190,59.8
156,191,34.9
156,192,54.0
156,193,44.2
156,194,53.2
156,195,29.0
156,196,21.0
156,197,42.7
156,198,35.9
156,199,58.2
156,200,4.1
156,201,54.0
156,202,23.7
156,203,54.6
156,204,37.5
156,205,49.2
156,206,3.5
156,207,41.6
156,208,30.9
156,209,23.9
156,210,20.1
156,211,45.7
156,212,54.5
156,213,28.6
156,214,56.2
156,215,45.1
156,216,45.5
156,217,48.5
156,218,35.9
156,219,32.5
156,220,60.3
156,221,48.6
156,222,49.5
156,223,48.6
156,224,28.0
156,225,53.9
156,226,49.3
156,227,22.6
156,228,27.6
156,229,47.5
156,230,22.2
156,231,44.9
156,232,35.1
156,233,41.4
156,234,39.9
156,235,27.7
156,236,31.8
156,237,45.3
156,238,52.2
156,239,3.6
156,240,23.8
156,241,65.2
156,242,20.6
156,243,44.1
156,244,32.8
156,245,63.6
156,246,11.0
156,247,57.5
157,0,23.4
157,1,27.1
157,2,18.4
157,3,44.5
157,4,29.1
157,5,19.4
157,6,32.0
157,7,34.9
157,8,24.9
157,9,53.0
157,10,18.6
157,11,22.9
157,12,21.2
157,13,38.6
157,14,24.1
157,15,33.7
157,16,39.2
157,17,15.0
157,18,44.1
157,19,21.9
157,20,26.5
157,21,41.1
157,22,48.5
157,23,22.2
157,24,16.2
157,25,46.3
157,26,21.7
157,27,38.3
157,28,36.1
157,29,51.4
157,30,32.2
157,31,59.1
157,32,22.7
157,33,17.8
157,34,34.3
157,35,22.0
157,36,29.9
157,37,40.2
157,38,20.8
157,39,30.2
157,40,35.7
157,41,20.7
157,42,30.4
157,43,33.9
157,44,20.2
157,45,38.1
157,46,34.8
157,47,33.8
157,48,16.5
157,49,57.1
157,50,21.0
157,51,24.2
157,52,2.3
157,53,13.4
157,54,26.0
157,55,28.1
157,56,46.3
157,57,44.1
157,58,21.3
157,59,23.3
157,60,57.7
157,61,1.7
157,62,32.8
157,63,19.4
157,64,34.3
157,65,11.4
157,66,30.2
157,67,27.8
157,68,28.0
157,69,48.7
157,70,21.8
157,71,33.4
157,72,22.9
157,73,22.9
157,74,19.7
157,75,33.3
157,76,40.1
157,77,39.0
157,78,22.5
157,79,59.6
157,80,29.7
157,81,38.3
157,82,27.1
157,83,54.4
157,84,39.1
157,85,22.5
157,86,37.0
157,87,47.8
157,88,2.8
157,89,44.5
157,90,10.5
157,91,19.6
157,92,25.8
157,93,14.6
157,94,56.2
157,95,14.9
157,96,16.4
157,97,21.8
157,98,57.9
157,99,20.7
157,100,45.2
157,101,34.4
157,102,25.6
157,103,26.2
157,104,13.1
157,105,27.0
157,106,36.9
157,107,5.4
157,108,21.2
157,109,38.0
157,110,34.9
157,111,40.3
157,112,18.3
157,113,18.6
157,114,33.2
157,115,40.2
157,116,45.9
157,117,48.7
157,118,27.2
157,119,33.9
157,120,7.0
157,121,48.6
157,122,23.3
157,123,54.5
157,124,13.2
157,125,15.9
157,126,37.2
157,127,37.2
157,128,20.2
157,129,25.3
157,130,39.1
157,131,22.3
157,132,27.2
157,133,30.3
157,134,42.5
157,135,30.0
157,136,26.0
157,137,45.5
157,138,21.7
157,139,24.8
157,140,49.6
157,141,25.0
157,142,25.1
157,143,23.0
157,144,16.7
157,145,21.0
157,146,40.3
157,147,19.0
157,148,18.3
157,149,35.7
157,150,20.8
157,151,29.1
157,152,42.6
157,153,25.0
157,154,27.9
157,155,47.5
157,156,56.3
157,157,0.0
157,158,35.8
157,159,19.1
157,160,31.0
157,161,23.8
157,162,35.2
157,163,37.6
157,164,30.3
157,165,19.5
157,166,23.8
157,167,45.4
157,168,26.4
157,169,39.7
157,170,22.7
157,171,10.6
157,172,56.9
157,173,2.7
157,174,28.9
157,175,30.1
157,176,31.9
157,177,27.2
157,178,4.8
157,179,26.8
157,180,17.7
157,181,30.2
157,182,32.2
157,183,48.4
157,184,3.2
157,185,48.3
157,186,30.8
157,187,22.8
157,188,27.1
157,189,39.3
157,190,25.2
157,191,36.5
157,192,19.4
157,193,19.0
157,194,16.8
157,195,49.1
157,196,41.6
157,197,22.0
157,198,34.4
157,199,14.9
157,200,60.2
157,201,22.8
157,202,33.1
157,203,25.2
157,204,30.7
157,205,24.0
157,206,59.5
157,207,39.8
157,208,46.2
157,209,46.2
157,210,42.5
157,211,20.5
157,212,2.1
157,213,41.6
157,214,70.0
157,215,19.9
157,216,19.5
157,217,20.3
157,218,29.0
157,219,38.8
157,220,8.3
157,221,13.4
157,222,7.5
157,223,16.8
157,224,48.4
157,225,3.0
157,226,24.2
157,227,47.5
157,228,32.0
157,229,22.3
157,230,48.6
157,231,11.4
157,232,31.7
157,233,39.7
157,234,38.1
157,235,41.6
157,236,32.5
157,237,28.9
157,238,27.0
157,239,59.7
157,240,44.4
157,241,9.6
157,242,35.1
157,243,27.7
157,244,29.9
157,245,11.5
157,246,55.6
157,247,28.0
158,0,20.7
158,1,45.5
158,2,32.6
158,3,8.7
158,4,47.4
158,5,45.0
158,6,16.6
158,7,11.0
158,8,28.5
158,9,35.6
158,10,32.8
158,11,26.6
158,12,38.3
158,13,23.1
158,14,23.7
158,15,32.8
158,16,19.6
158,17,26.1
158,18,8.3
158,19,19.2
158,20,17.2
158,21,5.3
158,22,33.1
158,23,27.0
158,24,30.4
158,25,36.2
158,26,26.5
158,27,28.7
158,28,26.8
158,29,34.1
158,30,16.8
158,31,31.7
158,32,42.9
158,33,29.2
158,34,18.8
158,35,22.2
158,36,16.4
158,37,4.4
158,38,35.0
158,39,26.2
158,40,14.8
158,41,40.9
158,42,12.0
158,43,12.7
158,44,30.3
158,45,20.9
158,46,13.9
158,47,14.9
158,48,31.5
158,49,29.7
158,50,24.5
158,51,20.0
158,52,39.8
158,53,27.6
158,54,19.5
158,55,46.5
158,56,30.9
158,57,8.4
158,58,39.7
158,59,41.7
158,60,30.4
158,61,42.7
158,62,12.0
158,63,33.6
158,64,18.8
158,65,31.5
158,66,18.0
158,67,16.9
158,68,18.0
158,69,16.6
158,70,27.5
158,71,12.6
158,72,23.3
158,73,18.2
158,74,27.5
158,75,14.3
158,76,4.3
158,77,21.9
158,78,37.9
158,79,32.2
158,80,25.7
158,81,22.9
158,82,23.1
158,83,27.0
158,84,26.4
158,85,36.7
158,86,10.4
158,87,32.4
158,88,38.3
158,89,8.7
158,90,37.1
158,91,29.7
158,92,21.8
158,93,29.6
158,94,28.8
158,95,26.2
158,96,30.6
158,97,19.3
158,98,30.5
158,99,37.9
158,100,9.5
158,101,24.8
158,102,44.0
158,103,22.2
158,104,45.6
158,105,16.0
158,106,9.3
158,107,36.1
158,108,35.4
158,109,28.7
158,110,11.3
158,111,12.5
158,112,26.1
158,113,26.0
158,114,12.5
158,115,4.5
158,116,35.8
158,117,21.3
158,118,45.6
158,119,15.5
158,120,37.7
158,121,16.5
158,122,41.7
158,123,27.1
158,124,45.5
158,125,30.9
158,126,27.9
158,127,36.1
158,128,29.5
158,129,39.5
158,130,11.7
158,131,39.3
158,132,45.6
158,133,11.6
158,134,6.8
158,135,28.9
158,136,15.2
158,137,30.0
158,138,22.1
158,139,29.6
158,140,32.1
158,141,21.0
158,142,16.0
158,143,18.3
158,144,42.0
158,145,22.5
158,146,8.6
158,147,22.9
158,148,26.1
158,149,10.3
158,150,35.0
158,151,25.1
158,152,6.8
158,153,21.0
158,154,17.9
158,155,37.5
158,156,29.0
158,157,40.9
158,158,0.0
158,159,26.1
158,160,17.5
158,161,24.2
158,162,14.3
158,163,24.9
158,164,17.2
158,165,33.7
158,166,17.3
158,167,18.1
158,168,22.5
158,169,3.9
158,170,20.1
158,171,30.4
158,172,29.6
158,173,38.4
158,174,15.4
158,175,12.5
158,176,16.4
158,177,45.6
158,178,40.5
158,179,22.9
158,180,29.4
158,181,31.6
158,182,16.8
158,183,38.4
158,184,38.9
158,185,33.4
158,186,13.1
158,187,26.5
158,188,16.3
158,189,11.9
158,190,39.4
158,191,23.8
158,192,33.6
158,193,23.8
158,194,42.1
158,195,34.2
158,196,26.2
158,197,22.3
158,198,24.9
158,199,47.1
158,200,32.8
158,201,39.0
158,202,12.6
158,203,43.6
158,204,17.2
158,205,28.8
158,206,32.2
158,207,30.5
158,208,36.1
158,209,36.2
158,210,13.1
158,211,25.3
158,212,39.2
158,213,12.5
158,214,40.8
158,215,24.7
158,216,25.1
158,217,28.1
158,218,15.5
158,219,3.0
158,220,49.2
158,221,33.2
158,222,34.1
158,223,28.2
158,224,33.2
158,225,38.5
158,226,29.0
158,227,37.5
158,228,16.5
158,229,27.1
158,230,38.6
158,231,29.6
158,232,14.7
158,233,30.4
158,234,28.8
158,235,5.8
158,236,20.7
158,237,24.9
158,238,31.8
158,239,32.3
158,240,29.0
158,241,54.2
158,242,9.6
158,243,23.7
158,244,12.4
158,245,52.6
158,246,28.2
158,247,46.4
159,0,15.4
159,1,37.2
159,2,5.6
159,3,25.9
159,4,39.2
159,5,29.7
159,6,24.0
159,7,16.4
159,8,16.9
159,9,43.1
159,10,5.8
159,11,15.0
159,12,31.5
159,13,30.6
159,14,5.5
159,15,40.3
159,16,27.1
159,17,7.0
159,18,25.5
159,19,13.9
159,20,19.5
159,21,22.5
159,22,40.5
159,23,14.2
159,24,8.6
159,25,43.7
159,26,13.7
159,27,36.2
159,28,34.2
159,29,41.5
159,30,24.2
159,31,48.9
159,32,26.4
159,33,9.8
159,34,26.3
159,35,3.4
159,36,11.4
159,37,21.6
159,38,8.0
159,39,11.6
159,40,27.7
159,41,30.9
159,42,14.8
159,43,15.3
159,44,5.3
159,45,28.4
159,46,16.2
159,47,25.8
159,48,3.2
159,49,46.9
159,50,13.0
159,51,5.6
159,52,17.9
159,53,9.9
159,54,18.0
159,55,38.3
159,56,38.3
159,57,25.6
159,58,31.5
159,59,33.5
159,60,47.5
159,61,19.3
159,62,14.2
159,63,11.8
159,64,26.3
159,65,9.6
159,66,22.2
159,67,9.3
159,68,20.0
159,69,33.8
159,70,2.4
159,71,14.8
159,72,14.9
159,73,14.9
159,74,2.4
159,75,14.7
159,76,21.5
159,77,29.3
159,78,32.7
159,79,49.4
159,80,11.1
159,81,30.3
159,82,8.5
159,83,44.2
159,84,33.9
159,85,32.7
159,86,18.4
159,87,39.8
159,88,16.4
159,89,25.9
159,90,15.3
159,91,4.7
159,92,7.2
159,93,4.5
159,94,46.0
159,95,6.9
159,96,8.8
159,97,13.8
159,98,47.7
159,99,31.0
159,100,26.7
159,101,32.3
159,102,35.8
159,103,7.6
159,104,24.3
159,105,18.3
159,106,18.3
159,107,14.3
159,108,6.5
159,109,36.1
159,110,16.3
159,111,29.7
159,112,1.0
159,113,0.9
159,114,14.6
159,115,21.7
159,116,43.2
159,117,38.5
159,118,37.4
159,119,25.9
159,120,15.9
159,121,33.7
159,122,33.5
159,123,44.3
159,124,24.4
159,125,5.8
159,126,35.4
159,127,43.5
159,128,12.2
159,129,12.6
159,130,28.9
159,131,32.5
159,132,37.3
159,133,14.7
159,134,24.0
159,135,36.3
159,136,17.4
159,137,37.5
159,138,13.7
159,139,16.8
159,140,39.5
159,141,6.4
159,142,18.3
159,143,15.0
159,144,27.9
159,145,13.0
159,146,25.8
159,147,11.0
159,148,1.0
159,149,27.5
159,150,8.0
159,151,10.5
159,152,24.0
159,153,6.4
159,154,19.9
159,155,44.9
159,156,46.2
159,157,19.1
159,158,17.2
159,159,0.0
159,160,12.4
159,161,15.8
159,162,16.6
159,163,32.4
159,164,19.5
159,165,4.8
159,166,15.8
159,167,35.2
159,168,7.9
159,169,21.1
159,170,14.7
159,171,8.6
159,172,46.7
159,173,16.6
159,174,10.3
159,175,15.5
159,176,23.9
159,177,37.4
159,178,18.7
159,179,8.3
159,180,4.4
159,181,18.8
159,182,13.7
159,183,45.8
159,184,17.1
159,185,40.8
159,186,15.3
159,187,14.8
159,188,18.6
159,189,29.1
159,190,12.5
159,191,31.3
159,192,6.6
159,193,11.0
159,194,28.0
159,195,41.6
159,196,33.6
159,197,3.4
159,198,32.3
159,199,26.1
159,200,50.0
159,201,26.2
159,202,25.1
159,203,35.4
159,204,12.1
159,205,16.0
159,206,49.4
159,207,38.0
159,208,43.5
159,209,43.6
159,210,30.3
159,211,12.5
159,212,17.3
159,213,29.7
159,214,19.0
159,215,11.9
159,216,0.4
159,217,3.0
159,218,10.4
159,219,20.2
159,220,24.9
159,221,11.4
159,222,12.2
159,223,8.8
159,224,40.7
159,225,16.6
159,226,16.2
159,227,44.9
159,228,24.0
159,229,14.3
159,230,46.1
159,231,7.7
159,232,13.1
159,233,37.8
159,234,36.3
159,235,23.0
159,236,24.5
159,237,10.3
159,238,19.0
159,239,49.5
159,240,36.4
159,241,28.5
159,242,26.8
159,243,9.1
159,244,15.5
159,245,30.4
159,246,45.4
159,247,38.2
160,0,15.7
160,1,44.8
160,2,18.4
160,3,18.6
160,4,46.8
160,5,37.3
160,6,25.7
160,7,9.1
160,8,9.1
160,9,44.7
160,10,18.6
160,11,17.3
160,12,39.1
160,13,32.2
160,14,6.2
160,15,42.7
160,16,29.5
160,17,14.6
160,18,18.2
160,19,14.2
160,20,12.2
160,21,15.2
160,22,42.1
160,23,21.8
160,24,16.2
160,25,45.3
160,26,21.3
160,27,38.6
160,28,36.7
160,29,43.2
160,30,25.8
160,31,41.6
160,32,33.9
160,33,17.4
160,34,27.9
160,35,4.7
160,36,4.1
160,37,14.3
160,38,20.7
160,39,8.7
160,40,24.7
160,41,38.5
160,42,7.5
160,43,8.0
160,44,12.9
160,45,30.8
160,46,8.9
160,47,24.8
160,48,14.0
160,49,39.6
160,50,20.6
160,51,2.5
160,52,25.5
160,53,17.5
160,54,14.5
160,55,45.9
160,56,40.0
160,57,18.3
160,58,39.1
160,59,41.1
160,60,40.2
160,61,26.8
160,62,6.9
160,63,19.4
160,64,27.9
160,65,17.2
160,66,23.8
160,67,1.9
160,68,21.7
160,69,26.5
160,70,10.0
160,71,7.6
160,72,18.3
160,73,13.2
160,74,10.0
160,75,7.4
160,76,14.2
160,77,31.8
160,78,40.3
160,79,42.1
160,80,8.3
160,81,32.0
160,82,5.6
160,83,36.9
160,84,36.3
160,85,40.3
160,86,11.1
160,87,41.5
160,88,24.0
160,89,18.6
160,90,22.8
160,91,12.3
160,92,4.3
160,93,12.1
160,94,38.7
160,95,14.5
160,96,16.4
160,97,14.3
160,98,40.4
160,99,38.5
160,100,19.4
160,101,34.7
160,102,43.4
160,103,4.7
160,104,31.9
160,105,11.0
160,106,11.0
160,107,21.9
160,108,14.1
160,109,38.6
160,110,9.0
160,111,22.4
160,112,8.6
160,113,8.5
160,114,7.3
160,115,14.4
160,116,44.9
160,117,31.2
160,118,44.9
160,119,25.4
160,120,23.5
160,121,26.4
160,122,41.1
160,123,37.0
160,124,32.0
160,125,13.4
160,126,37.8
160,127,46.0
160,128,19.8
160,129,25.3
160,130,21.6
160,131,40.1
160,132,44.9
160,133,7.4
160,134,16.7
160,135,38.8
160,136,10.1
160,137,39.1
160,138,17.1
160,139,24.4
160,140,41.2
160,141,3.6
160,142,11.0
160,143,13.3
160,144,35.5
160,145,20.6
160,146,18.5
160,147,18.6
160,148,8.6
160,149,20.2
160,150,20.8
160,151,7.6
160,152,16.7
160,153,3.6
160,154,21.5
160,155,46.6
160,156,38.9
160,157,26.7
160,158,9.9
160,159,8.6
160,160,0.0
160,161,19.2
160,162,9.3
160,163,34.8
160,164,12.2
160,165,12.4
160,166,12.3
160,167,27.9
160,168,5.0
160,169,13.8
160,170,15.1
160,171,16.2
160,172,39.5
160,173,24.1
160,174,3.0
160,175,8.2
160,176,26.3
160,177,45.0
160,178,26.3
160,179,5.4
160,180,12.0
160,181,26.4
160,182,6.4
160,183,47.4
160,184,24.7
160,185,42.4
160,186,8.0
160,187,17.2
160,188,11.3
160,189,21.8
160,190,25.2
160,191,33.7
160,192,14.2
160,193,18.6
160,194,35.6
160,195,43.3
160,196,35.3
160,197,4.8
160,198,34.7
160,199,33.7
160,200,42.7
160,201,33.8
160,202,22.5
160,203,42.9
160,204,4.8
160,205,23.6
160,206,42.1
160,207,40.4
